Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Dollars per Barrel,28.66,24.46,24.99,28.85,38.26,54.57,65.16,72.44,96.94,61.74,79.61,111.26,111.63,108.56,98.97,52.32,43.64,54.13,71.34
