Country,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001
Ì©¹ú,25.72279645,25.29387761,25.70204634,25.58546242,25.51679541,25.40012815,25.31961108,25.14995189,24.9151757,25.34268286,31.36433445,41.3593875,37.81365583,40.11180333,44.4319
