Country,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
ÃÀ¹ú,3.29336238,2.258895357,1.64571947,2.05464014,-0.540546529,1.535302693,1.388139229,1.624159205,1.166150271,-0.25675193,2.537718696,3.802874453,4.169655953,4.583927316,7.236619995,3.462651713,3.459572555,3.177046384,3.672656329,1.885960322,-0.108259105,2.752844327,4.028839064,3.522442494,2.684287131,3.772501319,4.447216343,4.481407555,4.527484013,4.753235989,4.998340796,3.798891127,3.74169525,3.513213797,2.861210767,2.854972292,1.876171458,-0.136579805,-2.536757066,2.563766558,1.550835506,1.84208107,2.249545852,2.451973036,2.56721517,2.880910466,2.856987816,2.21701033
