国家,俄罗斯,沙特阿拉伯,美国,伊朗,中国,加拿大,墨西哥,阿联酋,委内瑞拉,科威特,其它
百分比,12.90%,12%,8.70%,5.20%,5.20%,4.20%,3.70%,3.30%,3.20%,3.10%,38.50%
