US,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Number,117.85,109.05,99.09,98.52,91.42,95.66,93.39,92.41,88.08,87.38,103.38,116.55,125.32,138.28,142.96,112.2,96.82,92.71,98.48,88.93,80.72,86.53,93.05,91.16,84.15,87.22,96.26,98.71,99.93,109.64,115.01,111,95.71,87.36,84.17,82.61,80.9,76.79,72.58,81.22,76.49,80.57,81.44,82.58,96.3,96.91,96.63,92.85
